quiz_detail_id,category,year level,question,answer_1,answer_2,answer_3,answer_4,correct_answer,is_active,difficulty_level
5718,Earth and Life Science,Senior (Grade 11-12),What is the difference between Reverse and Thrust Faulting?,Stress type,Hanging wall composition,Dip angle,Plane movement,Dip angle,1,Average
5719,Earth and Life Science,Senior (Grade 11-12),1. ________ deformation is a/an 2. ________ change that occurs due to 3. ________ exerted for a long time allowing changes in shape without breaking.,1: brittle; 2: reversible; 3: pressure,1: brittle; 2: irreversible; 3: pressure,1: ductile; 2: irreversible; 3: pressure,1: ductile; 2: reversible; 3: pressure,1: ductile; 2: irreversible; 3: pressure,1,Average
5720,Earth and Life Science,Senior (Grade 11-12),Which type of stress forms mountan ranges?,Compression,Tension,Shear,Pressure,Compression,1,Average
5721,Earth and Life Science,Senior (Grade 11-12),What fault type does shear stress cause?,Reverse,Strike-Slip,Thrust,Vertical,Strike-Slip,1,Average
5722,Earth and Life Science,Senior (Grade 11-12),"According to the Continental Drift Theory, the continents are made up of ________ materials.",Heavy mantle,Light solid,Heavy crust,Light rock,Light rock,1,Average
5723,Earth and Life Science,Senior (Grade 11-12),Wegener proposed that the continents moved at this rate.,~1 yard per century,~5 yards per year,~8 yards per week,~2 yards per decade,~1 yard per century,1,Average
5724,Earth and Life Science,Senior (Grade 11-12),Which of the following was a supercontinent?,Eurasia,Laurentia,Pangaea,Laurasia,Pangaea,1,Average
5725,Earth and Life Science,Senior (Grade 11-12),Antarctica is part of which mega continent?,Laurasia,Gondwana,Laurentia,Eurasia,Gondwana,1,Average
5726,Earth and Life Science,Senior (Grade 11-12),"According to the Continental Drift Theory, this is where the Earth's crust slowly drifts.",Mantle,Crust,Lithosphere,Liquid core,Liquid core,1,Average
5727,Earth and Life Science,Senior (Grade 11-12),Which of the following statement(s) is/are true?,The crust is made up of heavier materials compared to the mantle.,"Australia is part of the mega continent, Gondwana.","North America is part of the mega continent, Gondwana.",Robert Wegener proposed the Continental Drift Theory in 1908.,"Australia is part of the mega continent, Gondwana.",1,Average
5728,Earth and Life Science,Senior (Grade 11-12),Which of the following statement(s) is/are true?,"Pangaea split into two mega continents, namely Gondwana and Eurasia.",Continents drift at a fast rate.,"According to the Continental Drift Theory, the universe has stopped expanding.",All continents are made up of materials lighter than crustal materials.,All continents are made up of materials lighter than crustal materials.,1,Average
5729,Earth and Life Science,Senior (Grade 11-12),images/quizzes/ELSciQSH020_08.jpg,"Laurasia: 1. North America, 2. Europe, 3.Australia, Gondwana: 4. Asia, 5. Antartica","North AmericaLaurasia: 1. North America, 2. Europe, 3.Asia, Gondwana: 4. Australia, 5. Antartica","Laurasia: 1. North America, 2. Australia, 3.Antartica, Gondwana: 4. Europe, 5. Asia","Laurasia: 1. North America, 2. Australia, 3.Asia, Gondwana: 4. Europe, 5. Antartica",NULL,0,Average
5730,Earth and Life Science,Senior (Grade 11-12),images/quizzes/ELSciQSH020_09.jpg,,,,,NULL,0,Average
5731,Earth and Life Science,Senior (Grade 11-12),Which of the following statement(s) is/are true? 1. The same type of fossils were found in continents claimed to be part of the same mega continent. 2. Fossils found in the continents were indicated that the organism moved from one place to another. 3. Fo,Numbers 2 & 3,Numbers 1 & 3,Number 3 only,Number 1 only,Number 1 only,1,Average
5732,Earth and Life Science,Senior (Grade 11-12),"Which of the following statement(s) is/are true? 1. There are similarities in the outline of continental coastlines. 2. Lystrosaurus, a fossil evidence, is a freshwater reptile. 3. Continents fit like pieces of a jigsaw puzzle.",Number 1 only,Numbers 2 & 3,Number 3 only,Numbers 1 & 3,Numbers 1 & 3,1,Average
5733,Earth and Life Science,Senior (Grade 11-12),Fossils from certain continents were found in different climatic conditions.,FALSE,,,TRUE,TRUE,0,Average
5734,Earth and Life Science,Senior (Grade 11-12),Which of the following is a freshwater reptile?,Lystrosaurus,Cynognathus,Mesosaurus,Glossopteris,Mesosaurus,1,Average
5735,Earth and Life Science,Senior (Grade 11-12),Which of the following is not evidence supporting the Continental Drift Theory?,Landform Evidence,Fossil Evidence,Climate Evidence,Evolutionary Evidence,Evolutionary Evidence,1,Average
5736,Earth and Life Science,Senior (Grade 11-12),Which of the following was never part of Antarctica?,North America,India,Australia,South America,North America,1,Average
5737,Earth and Life Science,Senior (Grade 11-12),Glossopteris has been found in certain regions of almost all continents except where?,Asia & Australia,North America & Australia,Asia & India,Asia & North America,Asia & North America,1,Average
5738,Earth and Life Science,Senior (Grade 11-12),Which of the following statement(s) is/are true?,Climate evidence explains why the Glossopteris is found only in North America.,"Fossil evidence shows that there are fossils found only in one continent, supporting the Continental Drift Theory.",Continents would fit together if they were moved closer.,Landform evidence shows that the Earth was originally more like a Rubik's cube.,Continents would fit together if they were moved closer.,1,Average
5739,Earth and Life Science,Senior (Grade 11-12),images/quizzes/ELSciQSH021_09.jpg,1: Jigsaw puzzle; 2: Mesosaurus; 3: Separation of India from Antarctica,1: Separation of India from Antarctica; 2. Mesosaurus; 3: Jigsaw puzzle,,1: Mesosaurus; 2: Jigsaw puzzle; 3: Separation of India from Antarctica,1: Mesosaurus; 2: Jigsaw puzzle; 3: Separation of India from Antarctica,0,Average
5740,Earth and Life Science,Senior (Grade 11-12),"What is it called when one slab of rock is displaced up, and the other, down?",Normal fault,Syncline,Reverse fault,Anticline,Normal fault,1,Average
5741,Earth and Life Science,Senior (Grade 11-12),This is an upfolding or convexing up of rock layers.,Anticline,Normal fault,Reverse fault,Syncline,Anticline,1,Average
5742,Earth and Life Science,Senior (Grade 11-12),Which of the following types of stress can cause folds and faults?,Shear,Compressional,Mechanical,Tensional,Compressional,1,Average
5743,Earth and Life Science,Senior (Grade 11-12),Which of the following statement(s) is/are true?,Faults are formed when compressional stress overcomes the internal strength of the rocks.,"In normal faults, the direction of plate movements is the same.",Folds are formed during metamorphism.,Tensional stress occurs when layers of rocks squeeze inward.,Faults are formed when compressional stress overcomes the internal strength of the rocks.,1,Average
5744,Earth and Life Science,Senior (Grade 11-12),Which of the following statement(s) is/are true?,Anticline and syncline are both kinds of faults.,Fault formation depends on the nature of the movement of rock blocks.,Faults and folds are caused by volcanism.,Fold formation depends on the type of tension that acts on the seafloor.,Fault formation depends on the nature of the movement of rock blocks.,1,Average
5745,Earth and Life Science,Senior (Grade 11-12),images/quizzes/ELSciQSH022_06.jpg,Folds: Normal and Reverse; Faults: Anticline and Syncline,Folds: Anticline and Reverse; Faults: Normal and Syncline,Folds:  Normal and Syncline; Faults: Anticline and Reverse,Folds: Anticline and Syncline; Faults: Normal and Reverse,Folds: Anticline and Syncline; Faults: Normal and Reverse,0,Average
5746,Earth and Life Science,Senior (Grade 11-12),images/quizzes/ELSciQSH025_01.jpg,,,,,NULL,0,Average
5747,Earth and Life Science,Senior (Grade 11-12),It is the breaking up of pre-existing rocks.,weathering,landslide,mining,erosion,weathering,1,Average
5748,Earth and Life Science,Senior (Grade 11-12),A process that forms layers of sediments into rocks.,stratification,sedimentation,erosion,compaction,stratification,1,Average
5749,Earth and Life Science,Senior (Grade 11-12),What makes stratified rocks different from massive rocks?,Texture of rocks,Size of rocks,Location,Presence of layers,Presence of layers,1,Average
5750,Earth and Life Science,Senior (Grade 11-12),A stage in stratification that makes use of salt crystals to glue layers together.,sedimentation,compaction,erosion,cementation,cementation,1,Average
5751,Earth and Life Science,Senior (Grade 11-12),Stratified rocks are usually ________ rocks of origin.,volcanic,igneous,sedimentary,metamorphic,sedimentary,1,Average
5752,Earth and Life Science,Senior (Grade 11-12),What is the direction of sediments deposited in the ocean floor during stratification?,horizontal,left diagonal,vertical,right diagonal,horizontal,1,Average
5753,Earth and Life Science,Senior (Grade 11-12),images/quizzes/ELSciQSH025_08.jpg,compaction,cementation,,addition of layers,compaction,0,Average
5754,Earth and Life Science,Senior (Grade 11-12),images/quizzes/ELSciQSH025_09.jpg,fault,fold,sediments,crack,fault,0,Average
5755,Earth and Life Science,Senior (Grade 11-12),images/quizzes/ELSciQSH025_10.jpg,flooding,landslide,weathering,erosion,weathering,0,Average
5756,Earth and Life Science,Senior (Grade 11-12),It is the study of the different layers of the rocks.,Stratigraphy,Earth science,Geography,Rockigraphy,Stratigraphy,1,Average
5757,Earth and Life Science,Senior (Grade 11-12),The two subfields of stratigraphy.,Biostratigraphy and Carbon dating,Carbon dating and sedimentation,Sedimentation and Lithostratigraphy,Biostratigraphy and Lithostratigraphy,Biostratigraphy and Lithostratigraphy,1,Average
5758,Earth and Life Science,Senior (Grade 11-12),It is a radioactive element used to date fossils.,Carbon-15,Carbon-14,Carbon-12,Carbon-13,Carbon-14,1,Average
5759,Earth and Life Science,Senior (Grade 11-12),This method follows the Law of Superposition,Lithostratigraphy,Biostratigraphy,Sedimentation,Carbon dating,Lithostratigraphy,1,Average
5760,Earth and Life Science,Senior (Grade 11-12),"It states that, ""Every stratum consists of fossils that were deposited based on their evolutionary existence.""",Biostratigraphy,Lithostratigraphy,Principle of Faunal Succession,Law of Superposition,Principle of Faunal Succession,1,Average
5761,Earth and Life Science,Senior (Grade 11-12),This method follows the Principle of Faunal Succession.,Biostratigraphy,Lithostratigraphy,Stratigraphy,Theory of Earth,Biostratigraphy,1,Average
5762,Earth and Life Science,Senior (Grade 11-12),Which of the following statement is correct? 1. The youngest layer is at the top while the oldest layer is at the bottom. 2. The oldest layer is at the top while the youngest layer is at the bottom. 3. Lithostratigraphy focuses on the relationship of the ,2 only,1 and 3 are correct,3 only,2 and 3 are correct,1 and 3 are correct,1,Average
5763,Earth and Life Science,Senior (Grade 11-12),It uses fossil evidences with radioactive elements to determine age of stratified rocks.,Radioactive Carbon Dating,Age of rocks,Life forms present,Radioactive elements,Radioactive Carbon Dating,1,Average
5764,Earth and Life Science,Senior (Grade 11-12),Biostratigraphy determines the age of the layers based on the ________ in each stratum.,Radioactive elements,Fossil evidences,Age of rocks,Life forms present,Fossil evidences,1,Average
5765,Earth and Life Science,Senior (Grade 11-12),These are rocks with distinct layers and can easily be split into thin slabs.,Stratified Rocks,Untratified Rocks,Sedimentary rock,Igneous rock,Stratified Rocks,1,Average
5766,Earth and Life Science,Senior (Grade 11-12),Stratigraphy uses different rock formations as evidence. Relative and Active Dating are both needed to create a geologic time scale.,Only the second statement is true.,Both statements are true.,Both statements are false.,Only the first statement is true.,Both statements are true.,1,Average
5767,Earth and Life Science,Senior (Grade 11-12),Relative Dating uses isotopes' half-lives to determine the age of rocks. Carbon-14 is the isotope used in determining the age of igneous rocks.,Only the first statement is true.,Only the second statement is true.,Both statements are false.,Both statements are true.,Both statements are true.,1,Average
